EnsemblID	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol
ENSMUSG00000023015	1803.72075125676	-3.0407771903485696	0.109360875716846	2.583360806509538e-171	4.4048885111794164e-167	RACGAP1
ENSMUSG00000028678	595.637625714137	-3.8197799696224495	0.152952885379875	3.335344228113238e-139	2.8435477216779384e-135	KIF2C
ENSMUSG00000036768	583.3497105633239	-3.6230025545736497	0.145168563916596	6.921921630543605e-139	3.934189524079968e-135	KIF15
ENSMUSG00000027715	1767.34333318657	-3.8708608896485	0.157038953836171	9.723271604236565e-136	4.1447876030959376e-132	CCNA2
ENSMUSG00000020493	659.20730699419	-3.03472647763144	0.127200120031173	5.640055369362848e-127	1.923371682060119e-123	PRR11
ENSMUSG00000027379	835.68625846167	-3.387397492152	0.14611392032494	3.598971989826267e-120	1.0227678566421294e-116	BUB1
ENSMUSG00000027469	1766.12147271578	-3.50248462883328	0.156187954648268	1.0391431941655396e-112	2.531204371959519e-109	TPX2
ENSMUSG00000037544	575.993979100132	-3.3486839501714103	0.153305613958088	5.0215546496943373e-107	1.0702816041492299e-103	DLGAP5
ENSMUSG00000017861	544.2306480956411	-4.21416977740956	0.201587035594714	6.836393172005698e-99	1.295192666398549e-95	MYBL2
ENSMUSG00000023940	395.28332054085604	-3.76190238698934	0.18152942731198496	6.555223863253245e-97	1.1177312209233096e-93	SGO1
ENSMUSG00000041431	1464.54394101148	-3.72021363718512	0.185337941960994	4.2091780478631994e-91	6.524608626737756e-88	CCNB1
ENSMUSG00000038943	1271.01915495701	-2.9105883683345097	0.146632835454014	6.925097494705235e-89	9.839986448518246e-86	PRC1
ENSMUSG00000020330	898.041931833186	-3.6976943700973695	0.19067077476181105	2.9997599558665484e-85	3.934531308267738e-82	HMMR
ENSMUSG00000058290	859.855255308101	-3.4107944607937206	0.18049457734649	6.169467399313938e-81	7.513970616121567e-78	ESPL1
ENSMUSG00000038379	323.151463751762	-3.6732898948653103	0.20036590011576705	1.5894134509283095e-76	1.8067392501185692e-73	TTK
ENSMUSG00000079553	662.088331481196	-3.3559386713290205	0.18288895311160505	1.7983344628482295e-76	1.9164625578765692e-73	KIFC1
ENSMUSG00000024590	2019.4684549291198	-3.2967640502818	0.179881724030123	2.8658311528592785e-76	2.87442864631786e-73	LMNB2
ENSMUSG00000040204	1419.4036787006796	-4.14232874773614	0.228191104984167	1.9383540911440494e-75	1.8361597560053998e-72	PCLAF
ENSMUSG00000026683	434.5257101010701	-3.72426063850479	0.205171983156235	4.017432704675309e-75	3.605328686706248e-72	NUF2
ENSMUSG00000037313	1425.8993103430896	-3.4705816614478	0.19228455263936706	3.770771880110228e-74	3.214771566387968e-71	TACC3
ENSMUSG00000015176	2446.44128490705	-1.80659727938351	0.100564753088416	4.57416583137463e-74	3.7140048376556595e-71	NOLC1
ENSMUSG00000027306	815.7763445191611	-3.1023959642949803	0.173608282263973	1.2842774991561295e-72	9.95373438095962e-70	NUSAP1
ENSMUSG00000051378	381.286557249127	-3.61450693421937	0.203008059316674	2.4922764236016396e-72	1.847643708644849e-69	KIF18B
ENSMUSG00000025758	777.9426719058521	-2.87643551809816	0.16208083037111498	1.0725439047138096e-71	7.619977549697955e-69	PLK4
ENSMUSG00000020897	543.760206431168	-3.71153975277148	0.213675824130633	4.58749230683487e-69	3.12885325295366e-66	AURKC
ENSMUSG00000034311	721.954919441158	-3.5720298318186403	0.20837174023745	2.9064679382546685e-67	1.9060840313530893e-64	KIF4B
ENSMUSG00000021377	2400.6156983302303	-1.8241295775392496	0.107018268661109	4.569116974098749e-67	2.88548198242066e-64	DEK
ENSMUSG00000031262	339.23464132965097	-3.15679834372479	0.18478201314621	1.2129474978055594e-66	7.386417066100957e-64	CENPI
ENSMUSG00000019961	3866.5937547457597	-1.52042088189235	0.0894939393300683	3.040558894685539e-66	1.78774378321666e-63	TMPO
ENSMUSG00000006398	1349.00030297077	-3.70045535972669	0.217809041686014	3.287287493454769e-66	1.86838463502991e-63	CDC20
ENSMUSG00000041064	277.512397612067	-4.01341015567567	0.23934457264545805	8.228259284600656e-65	4.5258080342492185e-62	PIF1
ENSMUSG00000027496	784.71461359261	-3.7910585542289694	0.22629172260622	1.5531891147185192e-64	8.27607112345796e-62	AURKA
ENSMUSG00000025001	1407.05631651301	-2.6014559790328704	0.155260569870354	1.9009659992424488e-64	9.822233713055465e-62	HELLS
ENSMUSG00000035683	469.23944794078596	-3.06775605424647	0.186324343474286	4.1294157589888784e-62	2.0709020031329193e-59	MELK
ENSMUSG00000002297	999.276379716174	-2.9294749670706097	0.17852853481653302	9.899639258103967e-62	4.822821399712309e-59	DBF4
