EnsemblID	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol
ENSMUSG00000020493	659.20730699419	-3.36185408144232	0.103550703267215	2.896342179271507e-232	5.178949450755384e-228	PRR11
ENSMUSG00000023015	1803.72075125676	-2.9598233785991	0.0925217602628097	2.4605364103789373e-225	2.199842577699288e-221	RACGAP1
ENSMUSG00000036768	583.3497105633239	-3.5737138282417704	0.111951168855085	7.88792251688605e-225	4.701464750814645e-221	KIF15
ENSMUSG00000027379	835.68625846167	-3.9272924302158	0.127335850154804	2.008333952409258e-210	8.977754850757485e-207	BUB1
ENSMUSG00000028678	595.637625714137	-3.54965340847547	0.116607538647589	9.868364424904465e-205	3.529124485634337e-201	KIF2C
ENSMUSG00000027715	1767.34333318657	-3.90364784695326	0.134934085262939	1.4773483650885085e-185	4.402744352691256e-182	CCNA2
ENSMUSG00000037544	575.993979100132	-3.6164611081206	0.12730457209297902	8.834518342331232e-179	2.2567146068460686e-175	DLGAP5
ENSMUSG00000038943	1271.01915495701	-3.30056637086072	0.126480331801739	4.0614733070015174e-151	9.077900525311753e-148	PRC1
ENSMUSG00000027469	1766.12147271578	-3.40515704276204	0.13382715322325806	6.684820771117958e-144	1.3281253356484492e-140	TPX2
ENSMUSG00000017861	544.2306480956411	-4.121915888085169	0.162623762026389	1.747922389700509e-143	3.1254600250234774e-140	MYBL2
ENSMUSG00000023940	395.28332054085604	-3.4854342030307297	0.13979321699197306	2.320798404652049e-138	3.772563297598478e-135	SGO1
ENSMUSG00000020330	898.041931833186	-3.8535454859073104	0.162575128532712	1.1000783670707992e-125	1.639208440132749e-122	HMMR
ENSMUSG00000058290	859.855255308101	-3.60688164824247	0.153228580157145	8.998767273328445e-124	1.2377458278029693e-120	ESPL1
ENSMUSG00000019961	3866.5937547457597	-1.85320370226098	0.0794578688029115	2.7970536824604487e-122	3.5724369211482373e-119	TMPO
ENSMUSG00000038379	323.151463751762	-3.56887847004598	0.154921242180639	1.1981303766216596e-118	1.4282512842914592e-115	TTK
ENSMUSG00000051378	381.286557249127	-3.64605245995978	0.158816587509738	6.340549841049636e-118	7.085960731738036e-115	KIF18B
ENSMUSG00000029084	1071.81191183371	3.44363602957974	0.150113704176997	1.4094213449481295e-117	1.4824625334716193e-114	CD38
ENSMUSG00000041431	1464.54394101148	-3.64707127879646	0.15985782336064006	1.685640776110769e-116	1.67449681764648e-113	CCNB1
ENSMUSG00000041064	277.512397612067	-4.54631917185504	0.200478721538453	4.788902655920958e-116	4.506861494238038e-113	PIF1
ENSMUSG00000026683	434.5257101010701	-3.5543163833324303	0.159160318784081	1.1220088042434695e-111	1.0031319714338694e-108	NUF2
ENSMUSG00000025758	777.9426719058521	-3.04136156328806	0.13724959671433098	1.254539468572239e-109	1.0682104875019194e-106	PLK4
ENSMUSG00000034311	721.954919441158	-3.9250891040511697	0.181525327845653	3.0601598121444883e-105	2.4872144364070687e-102	KIF4B
ENSMUSG00000031262	339.23464132965097	-3.27056239082198	0.152427184647036	4.11082540930659e-103	3.195898658426568e-100	CENPI
ENSMUSG00000079553	662.088331481196	-3.31997323600264	0.15498060355120402	7.958532163115937e-103	5.929438067028168e-100	KIFC1
ENSMUSG00000022034	350.349846513556	-3.23937792154787	0.1516597521425	3.4730982343093683e-102	2.4840987811074283e-99	ESCO2
ENSMUSG00000027115	261.706789612277	-2.87269970544278	0.137785309354314	2.824573455078138e-97	1.9425460750096992e-94	KIF18A
