EnsemblID	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol
ENSMUSG00000015134	2514.56059745748	5.52208265225798	0.232571993907974	7.237387055775767e-125	1.3557797171584794e-120	ALDH2
ENSMUSG00000029084	1071.81191183371	3.34216672584965	0.151036189275768	2.568746346050609e-109	2.4060162650283094e-105	CD38
ENSMUSG00000001506	5090.53157204466	8.67605177815342	0.39257016028451	7.380166841880807e-109	4.6084221816317695e-105	COL7A1
ENSMUSG00000028270	2631.26777576207	10.996656415654499	0.523285751123792	4.094051023101098e-99	1.917346445393819e-95	GBP3
ENSMUSG00000073411	9459.24970770871	4.5403599135196915	0.215294278906845	6.575676329827807e-99	2.4636428937332887e-95	HLA-H
ENSMUSG00000002985	5758.01987796984	7.02279210139857	0.33917137206943104	1.2129553620191599e-95	3.787048799450827e-92	APOE
ENSMUSG00000046805	770.234286312549	7.1125348469955805	0.34804998991806	3.1192916885201996e-93	8.347670171578427e-90	MPEG1
ENSMUSG00000024610	6721.28559922536	13.4488879074542	0.6799968286907659	4.5171104556729395e-89	1.0577378770765093e-85	CD74
ENSMUSG00000025161	1717.8584282809	3.53933790204373	0.17786297308744106	1.1583746813538992e-88	2.4110925450891796e-85	SLC16A8
ENSMUSG00000061232	13013.847882707	4.95161365636692	0.25323562535067395	2.4217650543808797e-85	4.536692476371699e-82	HLA-H
ENSMUSG00000069874	651.809906155946	6.4030955710292	0.3291452540401369	1.2534064671292592e-84	2.1345512135211196e-81	IRGM
ENSMUSG00000021998	703.721391846709	5.93600527805954	0.30555856265235604	2.3661622752386885e-84	3.693776491837198e-81	LCP1
ENSMUSG00000035929	1286.0239950873101	10.1337017617721	0.52844742181963	7.645523812972117e-83	1.1017199814492796e-79	HLA-H
ENSMUSG00000063268	636.3292844137729	2.77491395024102	0.147741257622246	7.66543489352949e-81	1.0256899418606299e-77	PARP10
ENSMUSG00000018593	4317.31722771464	8.6677652977444	0.469116625361368	7.505896342443496e-77	9.373863745532937e-74	SPARC
ENSMUSG00000030560	881.3626043476131	5.31895422612432	0.28732297760597	9.686649527428058e-77	1.1341250349831899e-73	CTSC
ENSMUSG00000031375	1642.49029170168	8.652532478397669	0.474964835999557	8.95228823410504e-75	9.864895028793506e-72	BGN
ENSMUSG00000023186	664.511285562577	2.99219391055759	0.17016137521047398	7.965969012735476e-71	8.290360973087426e-68	VWA5A
ENSMUSG00000040483	318.737014406289	7.6677117231313385	0.432949653262252	1.1405860048694691e-70	1.12455776995893e-67	XAF1
