EnsemblID	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol
ENSMUSG00000030450	6.256935657555901	14.1006411945755	2.3343379701800497	2.60048930059018e-10		OCA2
ENSMUSG00000024810	1344.17728038943	-1.09573867098331	0.21388184577706	1.1070757524536102e-08	0.000148530814758726	IL33
ENSMUSG00000034858	952.450291017127	-1.32492042787382	0.283050757060046	2.85829531832996e-08	0.000148530814758726	FAM214A
ENSMUSG00000028883	111.124049497474	-1.60290673480845	0.38281942317346507	3.50161437693e-08	0.000148530814758726	SEMA3G
ENSMUSG00000027833	30.63360377711	-2.48330182130197	0.658053922553953	4.18190511040264e-08	0.000148530814758726	SHOX2
ENSMUSG00000023019	2476.74216558895	0.926429990123626	0.202085796896324	9.123990960900061e-08	0.000259249079163014	GPD1L
ENSMUSG00000006517	1908.78599977863	0.814505527708427	0.18577000808326105	1.25754064841069e-07	0.000297764666532844	MVD
ENSMUSG00000002565	422.456637197348	-1.29165433097677	0.320516838217993	3.05289187867421e-07	0.000619606213147492	VIL1
ENSMUSG00000024512	193.90509538034198	-2.93288918728822	0.996418113649703	4.4551431905448494e-07	0.0006370388018603732	DYNAP
ENSMUSG00000040152	1650.9964443774	-1.21770708128687	0.30611923418301	4.685083553755e-07	0.0006370388018603732	THBS3
ENSMUSG00000032763	720.941053705493	0.507057939795105	0.135026321508711	5.30988940123019e-07	0.0006370388018603732	ILVBL
ENSMUSG00000026818	1464.1680339174402	-4.83544662546883	2.15431565464928	5.928303445829621e-07	0.0006370388018603732	CEL
ENSMUSG00000027379	835.68625846167	-0.480567332707	0.12825595709406598	5.93352674231528e-07	0.0006370388018603732	BUB1
ENSMUSG00000035112	2083.32327453883	0.8350671417822351	0.211026148047166	5.987744550075691e-07	0.0006370388018603732	WNK4
ENSMUSG00000025795	1267.07967756591	0.40937231204742297	0.10708165210579597	6.27756966709736e-07	0.0006370388018603732	RASSF3
ENSMUSG00000041261	191.58449951298599	1.09678901830834	0.285334179727861	9.12391879702304e-07	0.000864156762328709	CA8
ENSMUSG00000032487	911.529506092392	-1.10515919545929	0.2952039484364261	1.14187792042996e-06	0.00101391622597178	PTGS2
ENSMUSG00000051022	1359.8917186167698	0.6209682704070739	0.176715743968998	1.28026774936711e-06	0.00106992728913285	HS3ST1
ENSMUSG00000041939	1003.16136182425	0.7124773164641729	0.202954958245788	1.63689554227238e-06	0.0012919652760591	MVK
ENSMUSG00000029536	416.85425973625	0.423903887673096	0.120560120434224	1.7670395231681304e-06	0.00132128055292893	GATC
ENSMUSG00000001436	406.91666574916496	0.4667806068297821	0.136952902728664	2.0764913249272997e-06	0.00147503561266211	SLC19A2
ENSMUSG00000002459	12.275659817497498	-2.06646709352888	0.986677540265795	2.47929165598599e-06		RGS20
ENSMUSG00000031896	1102.06898322668	-3.437015222149089	2.49532818656421	2.91999988777826e-06	0.00197544944788885	CTRL
ENSMUSG00000046546	1057.92886057804	0.461613911336284	0.140349259323797	3.1457290443392398e-06	0.0020314260242239803	FAM43A
ENSMUSG00000033809	314.534232700616	0.444079406498978	0.13851053622673198	4.43918134071437e-06	0.00274206301337083	ALG3
ENSMUSG00000023832	2294.16069363782	0.63367609080589	0.20782238029928304	5.47601897179331e-06	0.00308209992010346	ACAT2
ENSMUSG00000055447	4954.1652079941105	0.369998421545384	0.112901615814289	5.53360309126615e-06	0.00308209992010346	CD47
ENSMUSG00000028214	402.886981371711	-0.847283987140407	0.27147716728475696	5.640501015181951e-06	0.00308209992010346	GEM
ENSMUSG00000034285	864.5057849530182	0.441599799844774	0.14229690124558306	6.17812603838713e-06	0.00325083839360615	NIPSNAP1
ENSMUSG00000027358	177.00445907691002	-0.837276908746107	0.27655377943457105	6.92309936535792e-06	0.00345429426506503	BMP2
ENSMUSG00000004069	1351.63346402612	0.330561063299938	0.100307638553774	7.051068746877299e-06	0.00345429426506503	DNAJA3
ENSMUSG00000051166	318.729003263327	-1.18137322638295	0.471109643783901	8.188969606310401e-06	0.0038780230398950603	EML6
ENSMUSG00000026204	1657.23846475449	-0.7728217727883508	0.266064868400971	8.95597441661922e-06	0.0041044364044164295	PTPRN2
ENSMUSG00000048776	131.85217501532	-1.94830220205731	1.64209062071183	1.05252623539193e-05	0.00455954607644854	PTHLH
ENSMUSG00000007888	251.965411416266	-1.26375699437927	0.61064076393045	1.0590907336017599e-05	0.00455954607644854	CRLF1
ENSMUSG00000004371	77.262418403808	-1.52927423436129	1.05071070813951	1.16143864696756e-05	0.00485310554631415	IL11
ENSMUSG00000036192	232.16867873626597	-1.2903584334128702	0.6881956187835939	1.20484840123627e-05	0.00489065178181821	RORB
ENSMUSG00000043165	94.91218649646679	-1.1640852878536398	0.525033214258746	1.24208542830446e-05	0.0049017521333115	LORICRIN
ENSMUSG00000034488	122.19832269157601	-1.20856116425515	0.589494632475796	1.28817281971861e-05	0.0049462354729033296	EDIL3
ENSMUSG00000032714	1067.29459782362	0.344815174391914	0.113324846888623	1.4020792765385098e-05	0.00524193165310069	SYDE1
ENSMUSG00000022124	1119.46545193622	-0.228763054598474	0.065930433687141	1.54332271347341e-05	0.00554495439662342	FBXL3
ENSMUSG00000022367	221.53053966688998	-1.29904716939976	0.8257446670429229	1.5852972449126002e-05	0.00554495439662342	HAS3
ENSMUSG00000044948	634.421224000249	-0.305757361091772	0.098154600614238	1.60021911917759e-05	0.00554495439662342	CFAP43
ENSMUSG00000020467	1468.25440898787	0.613207979363445	0.234171964464088	1.70131447395095e-05	0.00575489874557645	EFEMP1
ENSMUSG00000001467	8750.80358831843	0.621547635179838	0.24090820437944	1.86640087962139e-05	0.00614178513261829	CYP51A1
ENSMUSG00000000555	1406.36229353714	-0.692149618078124	0.269661400635906	1.9021506710438893e-05	0.00614178513261829	ITGAV
ENSMUSG00000060181	880.478721919861	0.3907296362451809	0.139124705871801	1.9493296720882603e-05	0.00615425036696842	SLC35E3
ENSMUSG00000074637	225.02917604902999	-1.22465712420332	0.940083068390453	2.3732510850852e-05	0.00732973438387075	SOX2
ENSMUSG00000045827	1532.56631878741	0.554966565330122	0.223122501350052	2.46793018574882e-05	0.0074599753508369	SERPINB9
ENSMUSG00000029651	169.481954062792	0.676303372705307	0.277921435560606	2.57326315324168e-05	0.0076163228371051	MTUS2
ENSMUSG00000054814	656.021924441001	0.4095994982504601	0.15523772060818306	2.72143421623032e-05	0.00789049304285392	USP46
ENSMUSG00000032532	168.053956866701	-1.09583073651523	2.36341911196198	3.11513684923203e-05	0.00867308654138162	CCK
