	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol	F_22D_1	F_22D_2	F_22D_3	Tom2D1	Tom2D2	Tom2D3
ENSMUSG00000025161	1717.8584282809	-1.32196694981002	0.17476217064564	8.01877420672694e-15	1.1392272515497001e-10	SLC16A8	3.14135819098	3.20373205683	3.94986821789	8.193913995589996	9.1289166741	9.859173502989998
ENSMUSG00000066026	1226.8213180005	-1.03259914239613	0.147397895202367	9.63703166609205e-13	6.845665444008491e-09	DHRS3	6.09661624893	7.06400919886	8.453973893819999	17.4250030478	14.489809409600001	14.0178568286
ENSMUSG00000072620	568.320397281281	1.7621935049506399	0.316998844047697	6.312654358288083e-10	2.98946268227329e-06	SLFN12L	2.7958775851200004	2.3306540423400004	2.62028342041	0.578090439356	0.66821457106	0.625822683553
ENSMUSG00000040035	442.820393644735	1.38151545883102	0.27887181912200204	6.84248124275437e-08	0.00024302782753952797	DISP2	3.78859838176	3.16379237113	2.99543819526	1.14528485205	1.16704225829	1.06740578847
ENSMUSG00000074923	224.200864485883	-1.1835659721196499	0.24544081012768496	1.8218926668208496e-07	0.000517672582350476	PAK6	1.06569988206	0.700994109507	1.01936212864	2.6653989778	2.16556552565	2.1641083654
ENSMUSG00000021636	132.813539910596	-1.12853973171726	0.244457179230015	3.7292898479858797e-07	0.000883033681172257	MARVELD2	0.918258390146	1.1300041037000002	0.860587476418	2.37439069999	2.62530869818	1.97035668375
ENSMUSG00000037860	94.27799312678472	1.21237536513057	0.30193281868702604	1.12614529801441e-06	0.0022855923212701	PYHIN1	1.5192346441100002	1.4398877100999998	1.7437790802900002	0.6902122162190001	0.747705337063	0.382092045847
ENSMUSG00000063193	169.925365743182	-1.04571737292745	0.25693547159389	1.37499788080359e-06	0.00244182436157208	CD300LF	1.91828267646	1.83792718174	2.01858870905	4.2307655858	4.56275808118	4.23357456115
ENSMUSG00000018593	4317.31722771464	1.32729141585908	0.979780326809769	5.93761910668805e-06	0.0085167788856256	SPARC	0.505689163221	0.524082206277	0.6911472210349999	0.108431520735	0.13184692248	0.0188653794462
ENSMUSG00000055447	4954.1652079941105	0.4272868553160829	0.13985147539819198	6.29219718968435e-06	0.0085167788856256	CD47	31.3803747605	31.303905896999996	35.5117837417	25.790609956199997	23.091742127	23.352029286100002
ENSMUSG00000021273	1857.21884294953	-0.7861069521461809	0.24958772182739	6.59425408192311e-06	0.0085167788856256	FDFT1	24.1970496457	26.2041103139	28.4102244794	50.924901626099995	48.632766930500004	46.288121394399994
ENSMUSG00000001270	904.569979323155	-0.948142575311551	0.330617445296672	8.222634066443151e-06	0.00973491351516316	CKM	23.2800632482	24.5020842042	21.9408847165	49.5844159817	51.3620183128	51.082035550600004
ENSMUSG00000049001	128.65591650665002	-0.923672500357552	0.335817761596902	9.72706199475264e-06	0.0106301822891885	NDNF	0.607704741845	0.523525264506	0.627457170455	1.49173590541	1.18162491631	1.11588418701
