EnsemblID	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol
ENSMUSG00000015134	2514.56059745748	5.6433869249903	0.22981773303656	2.014583857624109e-133	3.773919940487248e-129	ALDH2
ENSMUSG00000001506	5090.53157204466	9.31978853354733	0.38652020261269504	3.1937375421959785e-129	2.991414268897859e-125	COL7A1
ENSMUSG00000028270	2631.26777576207	10.4118200091392	0.4855460943761961	5.298240242713737e-103	3.308397815558548e-99	GBP3
ENSMUSG00000018593	4317.31722771464	11.8831490400764	0.586306334999006	9.418294019987875e-93	4.410822546910817e-89	SPARC
ENSMUSG00000046805	770.234286312549	7.223571304224969	0.355063599099024	1.862060191603199e-92	6.976394713860547e-89	MPEG1
ENSMUSG00000002985	5758.01987796984	6.83684713259225	0.337599970902895	1.382852786907849e-91	4.317496876190777e-88	APOE
ENSMUSG00000021998	703.721391846709	6.6332657201658405	0.32880105022323103	6.987364621606806e-91	1.8699185922365796e-87	LCP1
ENSMUSG00000030560	881.3626043476131	5.8237841104722206	0.289544781343349	2.8995556969095486e-90	6.7896721087758275e-87	CTSC
ENSMUSG00000031375	1642.49029170168	9.541419442696482	0.485574402196361	8.94685688821849e-87	1.752418084169699e-83	BGN
ENSMUSG00000028364	1068.0264382850098	9.12832583300406	0.464392280259261	9.354711387229494e-87	1.752418084169699e-83	TNXB
ENSMUSG00000035929	1286.0239950873101	9.5321227905693	0.491511307439153	1.3536577377834393e-84	2.3052791274451885e-81	HLA-H
ENSMUSG00000024610	6721.28559922536	12.559164801500303	0.657720021246763	5.653542747589618e-83	8.825651357549689e-80	CD74
ENSMUSG00000072620	568.320397281281	6.18465314848431	0.323012157288702	4.8762500980119073e-82	7.026676391235157e-79	SLFN12L
ENSMUSG00000073411	9459.24970770871	4.1041638748805	0.215167781198654	2.7254463645806085e-81	3.6468419105491885e-78	HLA-H
ENSMUSG00000004105	911.920316955867	3.6419136999450297	0.19388383287351	5.2088049370615287e-79	6.505102859064896e-76	ANGPTL2
ENSMUSG00000069874	651.809906155946	5.763823692139598	0.31931092986113	4.06832846297559e-73	4.763249818557608e-70	IRGM
ENSMUSG00000031538	1475.4655851105	3.51083445693503	0.196316755954309	6.70313393622823e-72	7.386459295727256e-69	PLAT
ENSMUSG00000029659	206.24813448090302	6.65141099870392	0.37243605564843896	1.0292418023476399e-71	1.07115481574324e-68	MEDAG
ENSMUSG00000023186	664.511285562577	2.98224027633482	0.16944839139254195	2.1917254062742596e-70	2.160925896617669e-67	VWA5A
ENSMUSG00000015176	2446.44128490705	-1.5326895063947998	0.0875510764662889	2.76394750776136e-70	2.5861044399862996e-67	NOLC1
ENSMUSG00000028339	693.556888117816	8.61659711358268	0.488567785823087	2.899065458800629e-70	2.5861044399862996e-67	COL18A1
ENSMUSG00000029084	1071.81191183371	2.52720890685374	0.145491972625113	1.18435204242505e-69	1.0084757641249299e-66	CD38
ENSMUSG00000061232	13013.847882707	4.35496663029955	0.253055607778659	1.49858759444452e-66	1.22056701768388e-63	HLA-H
ENSMUSG00000074151	701.304764282085	8.61352127632398	0.502891784729346	2.0571223090988597e-66	1.60566967568121e-63	NLRC5
ENSMUSG00000002847	375.21691880611803	5.4951654682052	0.32218235158762604	1.7492881021309193e-65	1.3107765606887399e-62	PLA1A
ENSMUSG00000058624	1079.57728961178	8.53394073534899	0.50448741572142	7.906677429844987e-65	5.696761088203306e-62	GDA
ENSMUSG00000046245	422.3882613119049	4.53908012792929	0.267594403145349	1.0217251837540196e-64	7.088880691579298e-62	PILRB
ENSMUSG00000040483	318.737014406289	8.033260398588281	0.476269880302062	2.169273561642879e-64	1.4513214867948592e-61	XAF1
ENSMUSG00000039607	182.68798125130402	6.030623703617519	0.3573969867596961	3.449557765470349e-64	2.228295366226069e-61	ZCWPW2
ENSMUSG00000001119	4309.34103588078	3.04927556541337	0.182405729028376	1.1355125564785699e-63	7.090518906837697e-61	COL6A2
ENSMUSG00000022226	504.301616394853	8.672597357787101	0.51836170178364	1.7122398008005893e-63	1.0346899415612094e-60	
ENSMUSG00000063268	636.3292844137729	2.4013307241409905	0.146011565100064	4.2388112011672383e-63	2.481426569733309e-60	PARP10
ENSMUSG00000057346	236.558198066899	5.9465767609486	0.3563137362761071	7.877612693128317e-63	4.471858138799178e-60	APOL4
ENSMUSG00000032372	425.058046566753	-2.28682029432046	0.14006885958134602	2.05020926514402e-62	1.12960500482185e-59	TMEM256-PLSCR3
ENSMUSG00000020407	432.874761434424	3.72828768064883	0.224327515094411	2.7147880559260994e-62	1.4530321329046693e-59	UPP2
ENSMUSG00000000903	12.087355385017199	40.0605085629609	2.4301988003319703	6.452433041294256e-62	3.357595226737929e-59	VPREB3
ENSMUSG00000031596	291.964171257892	7.50704044357103	0.4547084811131579	1.0246742222956799e-61	5.18789789358515e-59	SLC7A3
ENSMUSG00000025037	1674.40929749404	-2.7487731120658303	0.16925487723389998	7.08299687285294e-61	3.491731063661949e-58	MAOB
ENSMUSG00000034422	719.8396260543	5.56799476968524	0.339318168888904	8.955229899939837e-61	4.301495428604438e-58	PARP15
ENSMUSG00000020681	726.445944476477	4.98027615580763	0.304802326724599	3.1864723301007394e-60	1.492304653994429e-57	ACE
ENSMUSG00000047517	5848.0538619104	8.605664217833201	0.530870860273526	9.539235326923407e-60	4.358499887298928e-57	DMBT1
ENSMUSG00000000693	142.827235813242	4.790073635521	0.294903788048603	1.59482011240084e-59	7.113277420382138e-57	LOXL4
ENSMUSG00000062380	460.094147150077	3.65892340273062	0.225571058393056	1.81126633759111e-59	7.890802860952147e-57	TUBB6
ENSMUSG00000033965	210.69304405720402	4.44412048348475	0.27429238144108	3.2190592042603887e-59	1.37051445621386e-56	SLC16A2
ENSMUSG00000036932	1460.46406942577	-1.41832834992818	0.0886809517716738	5.557335835633477e-59	2.31345716019827e-56	AIFM1
ENSMUSG00000028108	13241.0843757023	3.7216687805886	0.230857436528508	9.712357176261718e-59	3.9552518909328394e-56	ECM1
ENSMUSG00000042286	464.913633836327	5.36569223615837	0.336856688390432	2.2843847308030893e-57	9.10497428981582e-55	STAB2
ENSMUSG00000078853	769.0308034549762	7.766546476241452	0.490740108849295	6.176558174963679e-57	2.41053050607489e-54	IRGM
ENSMUSG00000034614	345.069537953703	3.1706024420048795	0.20146258792676006	1.4621132228092894e-56	5.589748367936018e-54	PIK3IP1
ENSMUSG00000019961	3866.5937547457597	-1.22620722536436	0.0786455822216188	7.930240557605306e-56	2.9711439273123986e-53	TMPO
ENSMUSG00000024909	942.5707349377279	2.15993560158061	0.14155859603915302	3.74080614811052e-55	1.3740494425991096e-52	FBLN5
ENSMUSG00000039934	471.996768340341	2.55694636232456	0.167806751140487	1.93367772868501e-54	6.96607401758774e-52	GSAP
ENSMUSG00000059498	330.284440939923	4.6445674775099	0.299522901140172	2.0282766534681398e-54	7.169001235739388e-52	FCGR2C
ENSMUSG00000040747	962.1547174791701	3.14672672756127	0.204958510355831	5.415866990383548e-54	1.8788043764973192e-51	CD53
ENSMUSG00000002565	422.456637197348	5.10339058506559	0.330630249152969	5.68993514417984e-54	1.9379919101076494e-51	VIL1
ENSMUSG00000024621	501.623863484093	8.110035074018588	0.528689147388354	1.1081212770585499e-53	3.706863550560328e-51	KIT
ENSMUSG00000020241	1887.34172339878	3.0413699682075204	0.200433938414216	5.614185145286458e-53	1.8450970232745796e-50	COL6A2
ENSMUSG00000029722	810.5416239015581	-1.43173454541783	0.0955548969039289	3.452008860957049e-52	1.11493934469497e-49	AGFG2
ENSMUSG00000055538	319.642494751118	4.1820446246304614	0.276622732722456	8.020709869514328e-52	2.54664335568834e-49	ZCCHC24
ENSMUSG00000014813	443.64626142895895	4.58517379839893	0.304201561669992	1.5917628588045495e-51	4.9697489389976e-49	STC1
ENSMUSG00000038151	217.889923484408	6.84684754221445	0.456141102661817	2.4914725597857283e-51	7.65127138728953e-49	PRDM1
ENSMUSG00000022146	248.492683241553	6.66457009550825	0.4450974689326591	4.5787140295499775e-51	1.3834362889606394e-48	OSMR
ENSMUSG00000037321	945.453400695689	10.3455852704365	0.696271520232975	6.223491700431877e-51	1.85055031784429e-48	TAP1
ENSMUSG00000046668	250.265143282373	4.26189184000846	0.28453227928903	6.663796501299538e-51	1.95051406029444e-48	CXXC5
ENSMUSG00000058715	289.147354445305	6.9925316288889885	0.470281477686033	1.9995779969703597e-50	5.76278378726857e-48	FCER1G
ENSMUSG00000020706	2057.73426538293	-1.38692114113522	0.0943125662187164	2.7193535132534797e-50	7.71843172178447e-48	FTSJ3
ENSMUSG00000054520	350.633449045392	2.29895843678363	0.158743178392321	5.243706346473708e-50	1.46612464161928e-47	SH3BP2
ENSMUSG00000036768	583.3497105633239	-1.28613621003748	0.0875656915155789	5.687313762524568e-50	1.5667713046084199e-47	KIF15
ENSMUSG00000025492	903.0859186732581	7.52014156084316	0.5111092230551261	1.71838081073386e-49	4.66527938079382e-47	IFITM3
ENSMUSG00000034205	835.491979816945	2.5837969119298	0.17852363616925898	1.96697772625881e-49	5.263913392286619e-47	LOXL4
ENSMUSG00000025001	1407.05631651301	-1.93393691648555	0.135019669243852	5.2013374221062285e-49	1.3723472384269897e-46	HELLS
ENSMUSG00000002718	1988.00340212272	-1.44156760155439	0.0995270695371939	5.30454987269041e-49	1.38014073284874e-46	CSE1L
ENSMUSG00000029561	368.821550544935	7.6529071919585085	0.523773358226812	7.429065035132667e-49	1.9064202096320597e-46	OASL2P
ENSMUSG00000028965	121.83661138262899	5.699577930141031	0.3892905312803561	8.15559546089103e-49	2.06457796984962e-46	TNFRSF9
ENSMUSG00000032356	319.094644972749	6.68201585033958	0.4571389944493139	9.07598167225017e-49	2.2669381955501597e-46	RASGRF2
