EnsemblID	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol
ENSMUSG00000027669	1079.5161320361	2.18674716101016	0.0879554416526896	1.2784294487471993e-137	2.4493429808547684e-133	GNB4
ENSMUSG00000001506	5090.53157204466	10.2982396731182	0.423904966693861	1.4663963937686988e-131	1.4047344254107291e-127	COL7A1
ENSMUSG00000033065	2255.45090021864	-2.26412497555091	0.102251221276458	7.517514862555897e-110	4.8009355750569465e-106	PFKP
ENSMUSG00000020493	659.20730699419	2.46494709291546	0.11414127144729197	9.196696593038038e-105	4.404987750650399e-101	PRR11
ENSMUSG00000004105	911.920316955867	4.308633680547319	0.201213830204216	3.013689742035248e-102	1.1547856353530695e-98	ANGPTL2
ENSMUSG00000030560	881.3626043476131	6.3909269512339915	0.305838218640425	2.3053309819436092e-97	7.36130604717626e-94	CTSC
ENSMUSG00000028270	2631.26777576207	8.392754803798491	0.40917396446155296	3.2116388678714176e-94	8.790255581364086e-91	GBP3
ENSMUSG00000028678	595.637625714137	2.71419680921319	0.133554509969446	2.687374377109538e-93	6.4359257113802065e-90	KIF2C
ENSMUSG00000090150	449.666566680455	-2.45785132074594	0.121938345632574	1.1084312051321196e-91	2.3596037176807085e-88	ACAD11
ENSMUSG00000034205	835.491979816945	3.6825606356888505	0.183343229782803	9.005729472565926e-91	1.7254077096489093e-87	LOXL4
ENSMUSG00000027379	835.68625846167	2.59904574696088	0.13214829276000098	1.5617188007305894e-87	2.7200882275633886e-84	BUB1
ENSMUSG00000062380	460.094147150077	4.8951497787300005	0.2480743041812889	5.2615502546623995e-87	8.400503444089746e-84	TUBB6
ENSMUSG00000027715	1767.34333318657	2.71985243717947	0.139980842216599	1.419580632721089e-85	2.0921342571002485e-82	CCNA2
ENSMUSG00000024610	6721.28559922536	11.9296348907483	0.6228270763085749	1.4337710987961494e-83	1.962115748702529e-80	CD74
ENSMUSG00000002985	5758.01987796984	6.4565378208617	0.33733757107681	4.6155673457263594e-82	5.895310318451427e-79	APOE
ENSMUSG00000035929	1286.0239950873101	8.5550476674822	0.44848155526459904	7.033797249239417e-82	8.42253259363612e-79	HLA-H
ENSMUSG00000025473	283.525995586449	4.02223995007487	0.21186773035460504	4.2452255863883e-81	4.784369235859618e-78	ADAM8
ENSMUSG00000031375	1642.49029170168	9.10327536701935	0.480341948480627	5.658729170315389e-81	6.023088454115137e-78	BGN
ENSMUSG00000023015	1803.72075125676	1.81562372913434	0.0970003335042095	2.17345980986191e-79	2.1916482366918092e-76	RACGAP1
ENSMUSG00000031538	1475.4655851105	3.72489689343124	0.198800808760408	2.4693239886057996e-79	2.3654889148849196e-76	PLAT
ENSMUSG00000038943	1271.01915495701	2.3894368960200603	0.12859304337156402	2.3531010337749397e-78	2.1468125098139993e-75	PRC1
ENSMUSG00000046805	770.234286312549	8.70916018039284	0.474743583195427	5.857391697661627e-76	5.100989433431778e-73	MPEG1
ENSMUSG00000026683	434.5257101010701	3.239230260761	0.178350369675334	3.8277113103142886e-75	3.188483521491799e-72	NUF2
ENSMUSG00000037440	1031.6684912059	-2.46550773536019	0.137156064601144	1.3936617535280797e-73	1.1125485639935195e-70	VNN2
ENSMUSG00000029659	206.24813448090302	5.46444462306752	0.303961350016837	1.42236363916311e-72	1.0900425985090397e-69	MEDAG
ENSMUSG00000038497	1250.7518563834199	-1.95886240250303	0.110416888867075	1.3843058360476396e-71	1.0200736735706396e-68	TMCO3
ENSMUSG00000073411	9459.24970770871	3.83118733430575	0.216096562053256	3.118948788917919e-71	2.2131829572917892e-68	HLA-H
ENSMUSG00000020407	432.874761434424	4.08675460208858	0.23302517766221	1.514054071884219e-69	1.0359914986867799e-66	UPP2
ENSMUSG00000027469	1766.12147271578	2.39515001075272	0.13788968925770198	7.120411188721046e-69	4.704136481541608e-66	TPX2
ENSMUSG00000036768	583.3497105633239	2.0135413136137	0.115957285612371	1.0526376670723296e-68	6.722495021146226e-66	KIF15
ENSMUSG00000040152	1650.9964443774	5.25682708047333	0.30084082389368205	1.1074748405112996e-68	6.844551764308357e-66	THBS3
ENSMUSG00000021608	558.281627795235	1.95558798196648	0.113609827964427	1.4287548319368193e-67	8.55422307033675e-65	LPCAT1
ENSMUSG00000037544	575.993979100132	2.25549367944391	0.13137280431839	2.7712231996172684e-67	1.60890500852931e-64	DLGAP5
ENSMUSG00000059498	330.284440939923	6.9137140634053305	0.402398872980344	1.2386878152472199e-66	6.980005838918078e-64	FCGR2C
ENSMUSG00000048424	257.488993245556	-8.57643543752913	0.503185697116524	6.63214012999638e-66	3.6304335071600203e-63	RANBP3L
